0.30428	0.21502
0.30719	0.20847
0.30728	0.20826
0.3309	0.15789
0.33747	0.14505
0.35549	0.11078
0.36766	0.08743
0.36966	0.08351
0.40186	0.02224
0.40379	0.01889
0.40949	0.00935
0.43808	-0.03297
0.4521	-0.05151
0.46273	-0.06492
0.4743	-0.07903
0.49638	-0.10554
0.5109	-0.12396
0.51857	-0.13457
0.53864	-0.16114
0.54386	-0.16586
0.56687	-0.17535
0.5789	-0.18063
0.58317	-0.183
0.61517	-0.20449
0.61915	-0.20711
0.65163	-0.22299
0.65941	-0.2242
0.66549	-0.22422
0.70167	-0.21162
0.70995	-0.20775
0.71379	-0.20614
0.74193	-0.19706
0.75438	-0.1935
0.76209	-0.19101
0.7632	-0.19061
0.7842	-0.18085
0.78607	-0.1798
0.8104	-0.1653
0.81264	-0.16395
0.82029	-0.1594
0.82445	-0.15694
0.85669	-0.1384
0.86471	-0.13396
0.87227	-0.12986
0.88745	-0.12206
0.90496	-0.1148
0.90499	-0.11479
0.92042	-0.11063
0.9432	-0.10048
0.94834	-0.09787
0.95128	-0.09636
0.97493	-0.08397
0.98346	-0.07946
0.99958	-0.07087
1.01969	-0.06004
1.0206	-0.05954
1.04386	-0.04679
1.05793	-0.03894
1.09015	-0.02041
1.09617	-0.01684
1.10172	-0.01351
1.1324	0.00574
1.13345	0.00642
1.13443	0.00707
1.16863	0.03065
1.1767	0.03655
1.20486	0.0581
1.20823	0.06077
1.21696	0.06775
1.23996	0.0866
1.24109	0.08755
1.25721	0.10111
1.2733	0.11492
1.29747	0.13624
1.29825	0.13694
1.31154	0.14936
1.31603	0.1539
1.33571	0.17626
1.34576	0.18867
1.37395	0.22472
1.37998	0.23254
1.38701	0.24168
1.39592	0.25331
1.41018	0.27196
1.41822	0.28248
1.44842	0.32202
1.45171	0.32631
1.45445	0.3299
1.48667	0.37196
1.49269	0.37981
1.5229	0.41898
1.53094	0.42935
1.56114	0.46806
1.56717	0.47572
1.59737	0.51359
1.59937	0.51606
1.61017	0.52925
1.61274	0.53235
1.63158	0.55454
1.63561	0.55915
1.66378	0.58949
1.6736	0.59946
1.67386	0.59972
1.69385	0.62447
1.69599	0.62784
1.71009	0.65223
1.72052	0.67144
1.7282	0.68573
1.74833	0.72248
1.76241	0.74636
1.7636	0.74826
1.77124	0.76001
1.78456	0.77871
1.79864	0.79646
1.81051	0.8111
1.81054	0.82151
1.8228	0.83905
1.83207	0.85109
1.83487	0.85465
1.85746	0.88261
1.85903	0.88453
1.87513	0.90407
1.88662	0.91794
1.89727	0.93076
1.91538	0.95253
1.92212	0.96062
1.9335	0.9743
1.95966	1.00585
1.96016	1.00645
1.97175	1.0205
1.99387	1.04757
2.00999	1.06759
2.02099	1.08153
2.02737	1.08975
2.0301	1.09332
2.04822	1.11801
2.04823	1.11803
2.07036	1.15591
2.07679	1.18055
2.08315	1.21248
2.08446	1.21813
2.08848	1.23375
2.09581	1.25673
2.10471	1.27811
2.11357	1.29655
2.13005	1.331
2.14022	1.35548
2.14485	1.36737
2.16682	1.42432
2.17705	1.44871
2.18713	1.47129
2.21121	1.52144
2.21127	1.52157
2.21374	1.52651
2.23658	1.57134
2.2475	1.59256
2.25685	1.61095
2.27714	1.65475
2.28574	1.67439
2.28984	1.68311
2.29867	1.70101
