0.31067	5.56628
0.31882	5.58594
0.34913	5.66444
0.35086	5.66965
0.38129	5.77267
0.38759	5.79331
0.41173	5.86926
0.42605	5.91692
0.44216	5.97228
0.4645	6.04806
0.47259	6.0753
0.50135	6.17261
0.50303	6.17833
0.53346	6.28135
0.5382	6.2967
0.56389	6.37793
0.57505	6.41382
0.6103	6.52982
0.61675	6.55178
0.64554	6.65467
0.64558	6.65481
0.67762	6.75783
0.67918	6.76294
0.70645	6.85441
0.71282	6.8749
0.73688	6.951
0.74646	6.98276
0.76732	7.05402
0.7801	7.09736
0.79775	7.15704
0.81375	7.21177
0.82818	7.26007
0.84739	7.32106
0.85862	7.35665
0.87942	7.42578
0.88745	7.45324
0.91146	7.53503
0.91788	7.55626
0.9419	7.63194
0.94671	7.6464
0.97393	7.73216
0.97715	7.74299
1.00597	7.84121
1.0332	7.93272
1.03641	7.94259
1.06363	8.0278
1.06685	8.03918
1.26866	8.76034
1.3007	8.85692
1.33113	8.95351
1.36157	9.05009
1.3936	9.14668
1.42403	9.2497
1.45607	9.34628
1.48651	9.44287
1.51694	9.54589
1.54737	9.64247
1.57941	9.7455
1.60984	9.84208
1.64028	9.93867
1.67231	10.04169
1.70275	10.13827
1.73318	10.2413
1.76361	10.33788
1.79405	10.4409
1.82448	10.54393
1.85491	10.64051
1.88535	10.74353
1.91738	10.84656
1.94621	10.94314
1.97665	11.03972
2.00708	11.14275
2.03752	11.23933
2.06795	11.34235
2.09838	11.44538
2.12882	11.54196
2.15924	11.67718
2.18968	11.78664
2.21851	11.88322
2.25054	11.97981
